,uniprot_id,pdb_id,chain_id,rank,coverage,resolution,start,end,unp_start,unp_end,experimental_method
38,P13738,1zcd,A,2,1.0,3.45,1,388,1,388,X-ray diffraction
39,P13738,1zcd,B,2,1.0,3.45,1,388,1,388,X-ray diffraction
40,P13738,4atv,A,3,1.0,3.5,1,388,1,388,X-ray diffraction
41,P13738,4atv,B,3,1.0,3.5,1,388,1,388,X-ray diffraction
42,P13738,4atv,C,3,1.0,3.5,1,388,1,388,X-ray diffraction
43,P13738,4atv,D,3,1.0,3.5,1,388,1,388,X-ray diffraction
44,P13738,4au5,A,4,1.0,3.696,1,388,1,388,X-ray diffraction
45,P13738,4au5,B,4,1.0,3.696,1,388,1,388,X-ray diffraction
46,P13738,4au5,C,4,1.0,3.696,1,388,1,388,X-ray diffraction
47,P13738,4au5,D,4,1.0,3.696,1,388,1,388,X-ray diffraction
48,P13738,3fi1,A,5,0.969,7.0,1,376,9,384,Electron crystallography
49,P62623,3szu,A,1,1.0,1.4,13,328,1,316,X-ray diffraction
50,P62623,3szu,B,1,1.0,1.4,13,328,1,316,X-ray diffraction
51,P62623,3urk,A,2,1.0,1.5,9,324,1,316,X-ray diffraction
52,P62623,3urk,B,2,1.0,1.5,9,324,1,316,X-ray diffraction
53,P62623,3szl,A,3,1.0,1.6,13,328,1,316,X-ray diffraction
54,P62623,3szl,B,3,1.0,1.6,13,328,1,316,X-ray diffraction
55,P62623,3szo,A,4,1.0,1.6,13,328,1,316,X-ray diffraction
56,P62623,3szo,B,4,1.0,1.6,13,328,1,316,X-ray diffraction
57,P62623,3uv3,A,5,1.0,1.6,9,324,1,316,X-ray diffraction
58,P62623,3uv3,B,5,1.0,1.6,9,324,1,316,X-ray diffraction
59,P62623,3uv7,A,6,1.0,1.6,9,324,1,316,X-ray diffraction
60,P62623,3uv7,B,6,1.0,1.6,9,324,1,316,X-ray diffraction
61,P62623,3zgl,A,7,1.0,1.68,17,332,1,316,X-ray diffraction
62,P62623,3zgl,B,7,1.0,1.68,17,332,1,316,X-ray diffraction
63,P62623,3ke8,A,8,1.0,1.7,11,326,1,316,X-ray diffraction
64,P62623,3ke8,B,8,1.0,1.7,11,326,1,316,X-ray diffraction
65,P62623,3kef,A,9,1.0,1.7,11,326,1,316,X-ray diffraction
66,P62623,3kef,B,9,1.0,1.7,11,326,1,316,X-ray diffraction
67,P62623,3utd,A,10,1.0,1.7,9,324,1,316,X-ray diffraction
68,P62623,3utd,B,10,1.0,1.7,9,324,1,316,X-ray diffraction
69,P62623,3uv6,A,11,1.0,1.7,9,324,1,316,X-ray diffraction
70,P62623,3uv6,B,11,1.0,1.7,9,324,1,316,X-ray diffraction
71,P62623,3f7t,A,12,1.0,1.8,13,328,1,316,X-ray diffraction
72,P62623,3f7t,B,12,1.0,1.8,13,328,1,316,X-ray diffraction
73,P62623,3kel,A,13,1.0,1.8,11,326,1,316,X-ray diffraction
74,P62623,3kel,B,13,1.0,1.8,11,326,1,316,X-ray diffraction
75,P62623,3uwm,A,14,1.0,1.8,9,324,1,316,X-ray diffraction
76,P62623,3uwm,B,14,1.0,1.8,9,324,1,316,X-ray diffraction
77,P62623,3ke9,A,15,1.0,1.9,11,326,1,316,X-ray diffraction
78,P62623,3ke9,B,15,1.0,1.9,11,326,1,316,X-ray diffraction
79,P62623,3t0f,A,16,1.0,1.9,13,328,1,316,X-ray diffraction
80,P62623,3t0f,B,16,1.0,1.9,13,328,1,316,X-ray diffraction
81,P62623,3utc,A,17,1.0,1.9,9,324,1,316,X-ray diffraction
82,P62623,3utc,B,17,1.0,1.9,9,324,1,316,X-ray diffraction
83,P62623,3zgn,A,18,1.0,1.95,17,332,1,316,X-ray diffraction
84,P62623,3zgn,B,18,1.0,1.95,17,332,1,316,X-ray diffraction
85,P62623,3kem,A,19,1.0,2.0,11,326,1,316,X-ray diffraction
86,P62623,3kem,B,19,1.0,2.0,11,326,1,316,X-ray diffraction
87,P62623,3t0g,A,20,1.0,2.1,13,328,1,316,X-ray diffraction
88,P62623,3t0g,B,20,1.0,2.1,13,328,1,316,X-ray diffraction
89,P62623,4h4d,A,21,0.997,1.35,9,323,1,315,X-ray diffraction
90,P62623,4h4d,B,21,0.997,1.35,9,323,1,315,X-ray diffraction
91,P62623,4h4e,A,22,0.997,1.7,9,323,1,315,X-ray diffraction
92,P62623,4h4e,B,22,0.997,1.7,9,323,1,315,X-ray diffraction
93,P62623,4h4c,A,23,0.997,1.8,9,323,1,315,X-ray diffraction
94,P62623,4h4c,B,23,0.997,1.8,9,323,1,315,X-ray diffraction
95,P62623,4eb3,A,24,0.997,1.9,13,327,1,315,X-ray diffraction
96,P62623,4eb3,B,24,0.997,1.9,13,327,1,315,X-ray diffraction
97,P04036,1dih,A,1,1.0,2.2,1,273,1,273,X-ray diffraction
98,P04036,1dru,A,2,1.0,2.2,1,273,1,273,X-ray diffraction
99,P04036,1drv,A,3,1.0,2.2,1,273,1,273,X-ray diffraction
100,P04036,1drw,A,4,1.0,2.2,1,273,1,273,X-ray diffraction
101,P04036,1arz,A,5,1.0,2.6,1,273,1,273,X-ray diffraction
102,P04036,1arz,B,5,1.0,2.6,1,273,1,273,X-ray diffraction
103,P04036,1arz,C,5,1.0,2.6,1,273,1,273,X-ray diffraction
104,P04036,1arz,D,5,1.0,2.6,1,273,1,273,X-ray diffraction
105,P0A6F1,1c30,B,1,1.0,2.0,1,382,1,382,X-ray diffraction
106,P0A6F1,1c30,D,1,1.0,2.0,1,382,1,382,X-ray diffraction
107,P0A6F1,1c30,F,1,1.0,2.0,1,382,1,382,X-ray diffraction
108,P0A6F1,1c30,H,1,1.0,2.0,1,382,1,382,X-ray diffraction
109,P0A6F1,1cs0,B,2,1.0,2.0,1,382,1,382,X-ray diffraction
110,P0A6F1,1cs0,D,2,1.0,2.0,1,382,1,382,X-ray diffraction
111,P0A6F1,1cs0,F,2,1.0,2.0,1,382,1,382,X-ray diffraction
112,P0A6F1,1cs0,H,2,1.0,2.0,1,382,1,382,X-ray diffraction
113,P0A6F1,1bxr,B,3,1.0,2.1,1,382,1,382,X-ray diffraction
114,P0A6F1,1bxr,D,3,1.0,2.1,1,382,1,382,X-ray diffraction
115,P0A6F1,1bxr,F,3,1.0,2.1,1,382,1,382,X-ray diffraction
116,P0A6F1,1bxr,H,3,1.0,2.1,1,382,1,382,X-ray diffraction
117,P0A6F1,1c3o,B,4,1.0,2.1,1,382,1,382,X-ray diffraction
118,P0A6F1,1c3o,D,4,1.0,2.1,1,382,1,382,X-ray diffraction
119,P0A6F1,1c3o,F,4,1.0,2.1,1,382,1,382,X-ray diffraction
120,P0A6F1,1c3o,H,4,1.0,2.1,1,382,1,382,X-ray diffraction
121,P0A6F1,1ce8,B,5,1.0,2.1,1,382,1,382,X-ray diffraction
122,P0A6F1,1ce8,D,5,1.0,2.1,1,382,1,382,X-ray diffraction
123,P0A6F1,1ce8,F,5,1.0,2.1,1,382,1,382,X-ray diffraction
124,P0A6F1,1ce8,H,5,1.0,2.1,1,382,1,382,X-ray diffraction
125,P0A6F1,1jdb,C,6,1.0,2.1,1,382,1,382,X-ray diffraction
126,P0A6F1,1jdb,F,6,1.0,2.1,1,382,1,382,X-ray diffraction
127,P0A6F1,1jdb,I,6,1.0,2.1,1,382,1,382,X-ray diffraction
128,P0A6F1,1jdb,L,6,1.0,2.1,1,382,1,382,X-ray diffraction
129,P0A6F1,1kee,B,7,1.0,2.1,1,382,1,382,X-ray diffraction
130,P0A6F1,1kee,D,7,1.0,2.1,1,382,1,382,X-ray diffraction
131,P0A6F1,1kee,F,7,1.0,2.1,1,382,1,382,X-ray diffraction
132,P0A6F1,1kee,H,7,1.0,2.1,1,382,1,382,X-ray diffraction
133,P0A6F1,1m6v,B,8,1.0,2.1,1,382,1,382,X-ray diffraction
134,P0A6F1,1m6v,D,8,1.0,2.1,1,382,1,382,X-ray diffraction
135,P0A6F1,1m6v,F,8,1.0,2.1,1,382,1,382,X-ray diffraction
136,P0A6F1,1m6v,H,8,1.0,2.1,1,382,1,382,X-ray diffraction
137,P0A6F1,1t36,B,9,1.0,2.1,1,382,1,382,X-ray diffraction
138,P0A6F1,1t36,D,9,1.0,2.1,1,382,1,382,X-ray diffraction
139,P0A6F1,1t36,F,9,1.0,2.1,1,382,1,382,X-ray diffraction
140,P0A6F1,1t36,H,9,1.0,2.1,1,382,1,382,X-ray diffraction
141,P0A6F1,1a9x,B,10,0.992,1.8,1,379,2,380,X-ray diffraction
142,P0A6F1,1a9x,D,10,0.992,1.8,1,379,2,380,X-ray diffraction
143,P0A6F1,1a9x,F,10,0.992,1.8,1,379,2,380,X-ray diffraction
144,P0A6F1,1a9x,H,10,0.992,1.8,1,379,2,380,X-ray diffraction
145,P00968,1a9x,A,1,1.0,1.8,1,1073,1,1073,X-ray diffraction
146,P00968,1a9x,C,1,1.0,1.8,1,1073,1,1073,X-ray diffraction
147,P00968,1a9x,E,1,1.0,1.8,1,1073,1,1073,X-ray diffraction
148,P00968,1a9x,G,1,1.0,1.8,1,1073,1,1073,X-ray diffraction
149,P00968,1c30,A,2,1.0,2.0,1,1073,1,1073,X-ray diffraction
150,P00968,1c30,C,2,1.0,2.0,1,1073,1,1073,X-ray diffraction
151,P00968,1c30,E,2,1.0,2.0,1,1073,1,1073,X-ray diffraction
152,P00968,1c30,G,2,1.0,2.0,1,1073,1,1073,X-ray diffraction
153,P00968,1cs0,A,3,1.0,2.0,1,1073,1,1073,X-ray diffraction
154,P00968,1cs0,C,3,1.0,2.0,1,1073,1,1073,X-ray diffraction
155,P00968,1cs0,E,3,1.0,2.0,1,1073,1,1073,X-ray diffraction
156,P00968,1cs0,G,3,1.0,2.0,1,1073,1,1073,X-ray diffraction
157,P00968,1bxr,A,4,1.0,2.1,1,1073,1,1073,X-ray diffraction
158,P00968,1bxr,C,4,1.0,2.1,1,1073,1,1073,X-ray diffraction
159,P00968,1bxr,E,4,1.0,2.1,1,1073,1,1073,X-ray diffraction
160,P00968,1bxr,G,4,1.0,2.1,1,1073,1,1073,X-ray diffraction
161,P00968,1c3o,A,5,1.0,2.1,1,1073,1,1073,X-ray diffraction
162,P00968,1c3o,C,5,1.0,2.1,1,1073,1,1073,X-ray diffraction
163,P00968,1c3o,E,5,1.0,2.1,1,1073,1,1073,X-ray diffraction
164,P00968,1c3o,G,5,1.0,2.1,1,1073,1,1073,X-ray diffraction
165,P00968,1ce8,A,6,1.0,2.1,1,1073,1,1073,X-ray diffraction
166,P00968,1ce8,C,6,1.0,2.1,1,1073,1,1073,X-ray diffraction
167,P00968,1ce8,E,6,1.0,2.1,1,1073,1,1073,X-ray diffraction
168,P00968,1ce8,G,6,1.0,2.1,1,1073,1,1073,X-ray diffraction
169,P00968,1jdb,B,7,1.0,2.1,1,1073,1,1073,X-ray diffraction
170,P00968,1jdb,E,7,1.0,2.1,1,1073,1,1073,X-ray diffraction
171,P00968,1jdb,H,7,1.0,2.1,1,1073,1,1073,X-ray diffraction
172,P00968,1jdb,K,7,1.0,2.1,1,1073,1,1073,X-ray diffraction
173,P00968,1kee,A,8,1.0,2.1,1,1073,1,1073,X-ray diffraction
174,P00968,1kee,C,8,1.0,2.1,1,1073,1,1073,X-ray diffraction
175,P00968,1kee,E,8,1.0,2.1,1,1073,1,1073,X-ray diffraction
176,P00968,1kee,G,8,1.0,2.1,1,1073,1,1073,X-ray diffraction
177,P00968,1m6v,A,9,1.0,2.1,1,1073,1,1073,X-ray diffraction
178,P00968,1m6v,C,9,1.0,2.1,1,1073,1,1073,X-ray diffraction
179,P00968,1m6v,E,9,1.0,2.1,1,1073,1,1073,X-ray diffraction
180,P00968,1m6v,G,9,1.0,2.1,1,1073,1,1073,X-ray diffraction
181,P00968,1t36,A,10,1.0,2.1,1,1073,1,1073,X-ray diffraction
182,P00968,1t36,C,10,1.0,2.1,1,1073,1,1073,X-ray diffraction
183,P00968,1t36,E,10,1.0,2.1,1,1073,1,1073,X-ray diffraction
184,P00968,1t36,G,10,1.0,2.1,1,1073,1,1073,X-ray diffraction
185,P31572,1xk7,A,1,1.0,1.6,4,408,1,405,X-ray diffraction
186,P31572,1xk7,B,1,1.0,1.6,4,408,1,405,X-ray diffraction
187,P31572,1xk7,C,1,1.0,1.6,4,408,1,405,X-ray diffraction
188,P31572,1xk6,A,2,1.0,1.85,4,408,1,405,X-ray diffraction
189,P31572,1xk6,B,2,1.0,1.85,4,408,1,405,X-ray diffraction
190,P31572,1xk6,C,2,1.0,1.85,4,408,1,405,X-ray diffraction
191,P31572,1xk6,D,2,1.0,1.85,4,408,1,405,X-ray diffraction
192,P31572,1xvt,A,3,1.0,2.3,4,408,1,405,X-ray diffraction
193,P31572,1xvu,A,4,1.0,2.4,4,408,1,405,X-ray diffraction
194,P31572,1xvv,A,5,1.0,2.4,4,408,1,405,X-ray diffraction
195,P31572,1xa3,A,6,0.998,1.85,26,429,2,405,X-ray diffraction
196,P31572,1xa3,B,6,0.998,1.85,26,429,2,405,X-ray diffraction
197,P31572,1xa4,A,7,0.998,1.9,26,429,2,405,X-ray diffraction
198,P31572,1xa4,B,7,0.998,1.9,26,429,2,405,X-ray diffraction
199,P31553,3hfx,A,1,1.0,3.15,1,504,1,504,X-ray diffraction
200,P31553,2wsx,A,2,1.0,3.5,1,504,1,504,X-ray diffraction
201,P31553,2wsx,B,2,1.0,3.5,1,504,1,504,X-ray diffraction
202,P31553,2wsx,C,2,1.0,3.5,1,504,1,504,X-ray diffraction
203,P0A754,3l9w,A,1,1.0,1.75,238,413,1,176,X-ray diffraction
204,P0A754,3l9w,B,1,1.0,1.75,238,413,1,176,X-ray diffraction
205,P0A754,3l9x,A,2,1.0,2.1,238,413,1,176,X-ray diffraction
206,P0A754,3l9x,B,2,1.0,2.1,238,413,1,176,X-ray diffraction
207,P0A754,3eyw,A,3,1.0,2.4,238,413,1,176,X-ray diffraction
208,P0A754,3eyw,B,3,1.0,2.4,238,413,1,176,X-ray diffraction
209,P03819,3l9w,A,1,0.355,1.75,6,225,401,620,X-ray diffraction
210,P03819,3l9w,B,1,0.355,1.75,6,225,401,620,X-ray diffraction
211,P03819,3l9x,A,2,0.355,2.1,6,225,401,620,X-ray diffraction
212,P03819,3l9x,B,2,0.355,2.1,6,225,401,620,X-ray diffraction
213,P03819,3eyw,A,3,0.355,2.4,6,225,401,620,X-ray diffraction
214,P03819,3eyw,B,3,0.355,2.4,6,225,401,620,X-ray diffraction
215,P0ABQ4,6cw7,A,1,1.0,1.03,1,159,1,159,X-ray diffraction
216,P0ABQ4,6cxk,A,2,1.0,1.108,1,159,1,159,X-ray diffraction
217,P0ABQ4,4kjj,A,3,1.0,1.15,1,159,1,159,X-ray diffraction
218,P0ABQ4,4nx7,A,4,1.0,1.15,1,159,1,159,X-ray diffraction
219,P0ABQ4,5cc9,A,5,1.0,1.199,1,159,1,159,X-ray diffraction
220,P0ABQ4,6cyv,A,6,1.0,1.3,1,159,1,159,X-ray diffraction
221,P0ABQ4,4nx6,A,7,1.0,1.35,1,159,1,159,X-ray diffraction
222,P0ABQ4,6mr9,A,8,1.0,1.35,1,159,1,159,X-ray diffraction
223,P0ABQ4,6mt8,A,9,1.0,1.35,1,159,1,159,X-ray diffraction
224,P0ABQ4,6mth,A,10,1.0,1.35,1,159,1,159,X-ray diffraction
225,P0ABQ4,4kjk,A,11,1.0,1.351,1,159,1,159,X-ray diffraction
226,P0ABQ4,5w3q,A,12,1.0,1.401,1,159,1,159,X-ray diffraction
227,P0ABQ4,3dau,A,13,1.0,1.5,1,159,1,159,X-ray diffraction
228,P0ABQ4,5ccc,A,14,1.0,1.5,1,159,1,159,X-ray diffraction
229,P0ABQ4,1ra9,A,15,1.0,1.55,1,159,1,159,X-ray diffraction
230,P0ABQ4,4pdj,A,16,1.0,1.599,1,159,1,159,Neutron Diffraction
231,P0ABQ4,4pdj,A,16,1.0,1.599,1,159,1,159,X-ray diffraction
232,P0ABQ4,7d4x,A,17,1.0,1.599,1,159,1,159,X-ray diffraction
233,P0ABQ4,1ra2,A,18,1.0,1.6,1,159,1,159,X-ray diffraction
234,P0ABQ4,4i13,A,19,1.0,1.6,1,159,1,159,X-ray diffraction
235,P0ABQ4,7d4l,A,20,1.0,1.6,1,159,1,159,X-ray diffraction
236,P0ABQ4,5uih,A,21,1.0,1.647,1,159,1,159,X-ray diffraction
237,P0ABQ4,7d3z,A,22,1.0,1.65,1,159,1,159,X-ray diffraction
238,P0ABQ4,7d6g,A,23,1.0,1.65,1,159,1,159,Neutron Diffraction
239,P0ABQ4,7d6g,A,23,1.0,1.65,1,159,1,159,X-ray diffraction
240,P0ABQ4,7d49,A,24,1.0,1.651,1,159,1,159,X-ray diffraction
241,P0ABQ4,4dfr,A,25,1.0,1.7,1,159,1,159,X-ray diffraction
242,P0ABQ4,4dfr,B,25,1.0,1.7,1,159,1,159,X-ray diffraction
243,P0ABQ4,4x5f,A,26,1.0,1.7,4,162,1,159,X-ray diffraction
244,P0ABQ4,4x5f,B,26,1.0,1.7,4,162,1,159,X-ray diffraction
245,P0ABQ4,7lvc,A,27,1.0,1.7,1,159,1,159,X-ray diffraction
246,P0ABQ4,5eaj,A,28,1.0,1.701,1,159,1,159,X-ray diffraction
247,P0ABQ4,5eaj,B,28,1.0,1.701,1,159,1,159,X-ray diffraction
248,P0ABQ4,4ej1,A,29,1.0,1.75,1,159,1,159,X-ray diffraction
249,P0ABQ4,4ej1,B,29,1.0,1.75,1,159,1,159,X-ray diffraction
250,P0ABQ4,3och,A,30,1.0,1.79,1,159,1,159,X-ray diffraction
251,P0ABQ4,3och,B,30,1.0,1.79,1,159,1,159,X-ray diffraction
252,P0ABQ4,3qyl,A,31,1.0,1.79,1,159,1,159,X-ray diffraction
253,P0ABQ4,1dhj,A,32,1.0,1.8,1,159,1,159,X-ray diffraction
254,P0ABQ4,1dhj,B,32,1.0,1.8,1,159,1,159,X-ray diffraction
255,P0ABQ4,1ra3,A,33,1.0,1.8,1,159,1,159,X-ray diffraction
256,P0ABQ4,1ra8,A,34,1.0,1.8,1,159,1,159,X-ray diffraction
257,P0ABQ4,1rf7,A,35,1.0,1.8,1,159,1,159,X-ray diffraction
258,P0ABQ4,1rx2,A,36,1.0,1.8,1,159,1,159,X-ray diffraction
259,P0ABQ4,3ql3,A,37,1.0,1.8,1,159,1,159,X-ray diffraction
260,P0ABQ4,4x5i,A,38,1.0,1.8,4,162,1,159,X-ray diffraction
261,P0ABQ4,5e8q,A,39,1.0,1.8,1,159,1,159,X-ray diffraction
262,P0ABQ4,5e8q,B,39,1.0,1.8,1,159,1,159,X-ray diffraction
263,P0ABQ4,5ujx,A,40,1.0,1.8,1,159,1,159,X-ray diffraction
264,P0ABQ4,5ujx,B,40,1.0,1.8,1,159,1,159,X-ray diffraction
265,P0ABQ4,5z6f,A,41,1.0,1.801,4,162,1,159,X-ray diffraction
266,P0ABQ4,5z6k,A,42,1.0,1.802,4,162,1,159,X-ray diffraction
267,P0ABQ4,5z6j,A,43,1.0,1.803,4,162,1,159,X-ray diffraction
268,P0ABQ4,1dyj,A,44,1.0,1.85,1,159,1,159,X-ray diffraction
269,P0ABQ4,1dyj,B,44,1.0,1.85,1,159,1,159,X-ray diffraction
270,P0ABQ4,4x5j,A,45,1.0,1.85,4,162,1,159,X-ray diffraction
271,P0ABQ4,4i1n,A,46,1.0,1.888,1,159,1,159,X-ray diffraction
272,P0ABQ4,1dhi,A,47,1.0,1.9,1,159,1,159,X-ray diffraction
273,P0ABQ4,1dhi,B,47,1.0,1.9,1,159,1,159,X-ray diffraction
274,P0ABQ4,1dra,A,48,1.0,1.9,1,159,1,159,X-ray diffraction
275,P0ABQ4,1dra,B,48,1.0,1.9,1,159,1,159,X-ray diffraction
276,P0ABQ4,1dyh,A,49,1.0,1.9,1,159,1,159,X-ray diffraction
277,P0ABQ4,1dyh,B,49,1.0,1.9,1,159,1,159,X-ray diffraction
278,P0ABQ4,1dyi,A,50,1.0,1.9,1,159,1,159,X-ray diffraction
279,P0ABQ4,1dyi,B,50,1.0,1.9,1,159,1,159,X-ray diffraction
280,P0ABQ4,1jom,A,51,1.0,1.9,1,159,1,159,X-ray diffraction
281,P0ABQ4,1ra1,A,52,1.0,1.9,1,159,1,159,X-ray diffraction
282,P0ABQ4,1rc4,A,53,1.0,1.9,1,159,1,159,X-ray diffraction
283,P0ABQ4,1rx9,A,54,1.0,1.9,1,159,1,159,X-ray diffraction
284,P0ABQ4,2d0k,A,55,1.0,1.9,1,159,1,159,X-ray diffraction
285,P0ABQ4,2d0k,B,55,1.0,1.9,1,159,1,159,X-ray diffraction
286,P0ABQ4,2drc,A,56,1.0,1.9,1,159,1,159,X-ray diffraction
287,P0ABQ4,2drc,B,56,1.0,1.9,1,159,1,159,X-ray diffraction
288,P0ABQ4,3drc,A,57,1.0,1.9,1,159,1,159,X-ray diffraction
289,P0ABQ4,3drc,B,57,1.0,1.9,1,159,1,159,X-ray diffraction
290,P0ABQ4,4x5g,A,58,1.0,1.9,4,162,1,159,X-ray diffraction
291,P0ABQ4,4x5g,B,58,1.0,1.9,4,162,1,159,X-ray diffraction
292,P0ABQ4,4x5h,A,59,1.0,1.9,4,162,1,159,X-ray diffraction
293,P0ABQ4,5z6l,A,60,1.0,1.9,4,162,1,159,X-ray diffraction
294,P0ABQ4,6xg5,A,61,1.0,1.9,1,159,1,159,X-ray diffraction
295,P0ABQ4,7reb,A,62,1.0,1.91,1,159,1,159,X-ray diffraction
296,P0ABQ4,5uio,A,63,1.0,1.929,2,160,1,159,X-ray diffraction
297,P0ABQ4,5uio,B,63,1.0,1.929,2,160,1,159,X-ray diffraction
298,P0ABQ4,5uio,C,63,1.0,1.929,2,160,1,159,X-ray diffraction
299,P0ABQ4,5uio,D,63,1.0,1.929,2,160,1,159,X-ray diffraction
300,P0ABQ4,5uio,E,63,1.0,1.929,2,160,1,159,X-ray diffraction
301,P0ABQ4,3k74,A,64,1.0,1.95,1,159,1,159,X-ray diffraction
302,P0ABQ4,1drb,A,65,1.0,1.96,1,159,1,159,X-ray diffraction
303,P0ABQ4,1drb,B,65,1.0,1.96,1,159,1,159,X-ray diffraction
304,P0ABQ4,1jol,A,66,1.0,1.96,1,159,1,159,X-ray diffraction
305,P0ABQ4,1jol,B,66,1.0,1.96,1,159,1,159,X-ray diffraction
306,P0ABQ4,1rg7,A,67,1.0,2.0,1,159,1,159,X-ray diffraction
307,P0ABQ4,1rx1,A,68,1.0,2.0,1,159,1,159,X-ray diffraction
308,P0ABQ4,1rx6,A,69,1.0,2.0,1,159,1,159,X-ray diffraction
309,P0ABQ4,3kfy,A,70,1.0,2.08,1,159,1,159,X-ray diffraction
310,P0ABQ4,3qyo,A,71,1.0,2.09,1,159,1,159,X-ray diffraction
311,P0ABQ4,3r33,A,72,1.0,2.09,1,159,1,159,X-ray diffraction
312,P0ABQ4,1rb2,A,73,1.0,2.1,1,159,1,159,X-ray diffraction
313,P0ABQ4,1rb2,B,73,1.0,2.1,1,159,1,159,X-ray diffraction
314,P0ABQ4,6xg4,A,74,1.0,2.1,1,159,1,159,X-ray diffraction
315,P0ABQ4,7mqp,A,75,1.0,2.1,1,159,1,159,X-ray diffraction
316,P0ABQ4,2anq,A,76,1.0,2.13,1,159,1,159,X-ray diffraction
317,P0ABQ4,1dds,A,77,1.0,2.2,1,159,1,159,X-ray diffraction
318,P0ABQ4,1dds,B,77,1.0,2.2,1,159,1,159,X-ray diffraction
319,P0ABQ4,1rx3,A,78,1.0,2.2,1,159,1,159,X-ray diffraction
320,P0ABQ4,1rx4,A,79,1.0,2.2,1,159,1,159,X-ray diffraction
321,P0ABQ4,2inq,A,80,1.0,2.2,1,159,1,159,Neutron Diffraction
322,P0ABQ4,2inq,B,80,1.0,2.2,1,159,1,159,Neutron Diffraction
323,P0ABQ4,4eiz,A,81,1.0,2.2,1,159,1,159,X-ray diffraction
324,P0ABQ4,4eiz,B,81,1.0,2.2,1,159,1,159,X-ray diffraction
325,P0ABQ4,6cqa,A,82,1.0,2.2,1,159,1,159,X-ray diffraction
326,P0ABQ4,5z6m,A,83,1.0,2.202,4,162,1,159,X-ray diffraction
327,P0ABQ4,1drh,A,84,1.0,2.3,1,159,1,159,X-ray diffraction
328,P0ABQ4,1rb3,A,85,1.0,2.3,1,159,1,159,X-ray diffraction
329,P0ABQ4,1rb3,B,85,1.0,2.3,1,159,1,159,X-ray diffraction
330,P0ABQ4,1rx5,A,86,1.0,2.3,1,159,1,159,X-ray diffraction
331,P0ABQ4,1rx7,A,87,1.0,2.3,1,159,1,159,X-ray diffraction
