,pdb_id,release_date,resolution,structure_type
48,4JWI,2013-11-13T00:00:00Z,1.9,experimental
49,4F00,2013-04-17T00:00:00Z,1.95,experimental
50,4JWD,2013-11-13T00:00:00Z,1.95,experimental
51,4JWE,2013-11-13T00:00:00Z,1.95,experimental
52,4R5I,2014-09-10T00:00:00Z,1.9702,experimental
53,1DKX,1996-12-07T00:00:00Z,2.0,experimental
54,1DKZ,1996-12-07T00:00:00Z,2.0,experimental
55,4EZQ,2013-04-17T00:00:00Z,2.0,experimental
56,4EZT,2013-04-17T00:00:00Z,2.0,experimental
57,7N6J,2021-06-23T00:00:00Z,2.0,experimental
58,4EZZ,2013-04-17T00:00:00Z,2.05,experimental
59,3DPO,2009-03-10T00:00:00Z,2.1,experimental
60,4EZV,2013-04-24T00:00:00Z,2.1,experimental
61,3QNJ,2011-03-23T00:00:00Z,2.28,experimental
62,4R5J,2014-09-10T00:00:00Z,2.361,experimental
63,7JN9,2020-08-26T00:00:00Z,2.4,experimental
64,7N6L,2021-06-23T00:00:00Z,2.4,experimental
65,3DPP,2009-03-10T00:00:00Z,2.5,experimental
66,7JNE,2020-08-26T00:00:00Z,2.54,experimental
67,7N6K,2021-06-23T00:00:00Z,2.55,experimental
68,7JMM,2020-08-26T00:00:00Z,2.56,experimental
69,3DPQ,2009-03-10T00:00:00Z,2.6,experimental
70,1DKY,1996-12-07T00:00:00Z,2.8,experimental
71,4R5L,2014-09-10T00:00:00Z,2.9701,experimental
72,7JN8,2020-08-26T00:00:00Z,3.09,experimental
73,4R5G,2014-09-10T00:00:00Z,3.4501,experimental
74,4JNF,2013-05-29T00:00:00Z,1.621,experimental
75,5OOW,2018-04-25T00:00:00Z,2.9,experimental
76,1BPR,1999-03-02T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
77,2BPR,1999-03-02T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
78,1DG4,1999-12-08T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
79,1Q5L,2003-11-04T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
80,1XBL,1997-01-11T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
81,1BQ0,1999-06-15T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
82,1EXK,2000-07-26T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
83,1BQZ,1999-06-15T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
84,7S24,2022-08-10T00:00:00Z,2.2,experimental
85,1ZCD,2005-07-05T00:00:00Z,3.45,experimental
86,4ATV,2013-07-10T00:00:00Z,3.5,experimental
87,4AU5,2013-07-10T00:00:00Z,3.696,experimental
88,3FI1,2009-01-13T00:00:00Z,7.0,experimental
89,8B0X,2022-11-30T00:00:00Z,1.55,experimental
90,8AYE,2023-03-01T00:00:00Z,1.96,experimental
91,7K00,2020-09-23T00:00:00Z,1.98,experimental
92,8AKN,2023-03-08T00:00:00Z,2.3,experimental
93,7N1P,2021-07-14T00:00:00Z,2.33,experimental
94,7S1H,2021-11-17T00:00:00Z,2.35,experimental
95,7O1A,2021-09-01T00:00:00Z,2.4,experimental
96,7S1K,2022-01-19T00:00:00Z,2.42,experimental
97,7S1J,2022-03-02T00:00:00Z,2.47,experimental
98,7S1G,2021-11-17T00:00:00Z,2.48,experimental
99,7S1I,2022-03-02T00:00:00Z,2.48,experimental
100,7N2U,2021-07-14T00:00:00Z,2.53,experimental
101,7N2V,2021-07-14T00:00:00Z,2.54,experimental
102,7SA4,2022-08-03T00:00:00Z,2.55,experimental
103,7UG7,2022-05-18T00:00:00Z,2.58,experimental
104,7O1C,2021-09-01T00:00:00Z,2.6,experimental
105,7N30,2021-07-14T00:00:00Z,2.66,experimental
106,7N31,2021-07-14T00:00:00Z,2.69,experimental
107,6TBV,2020-01-01T00:00:00Z,2.7,experimental
108,6TC3,2020-01-01T00:00:00Z,2.7,experimental
109,8EKC,2022-12-07T00:00:00Z,2.7,experimental
110,7N2C,2021-07-14T00:00:00Z,2.72,experimental
111,7BOG,2021-07-07T00:00:00Z,2.75,experimental
112,8AM9,2023-03-08T00:00:00Z,2.8,experimental
113,7BOH,2021-12-08T00:00:00Z,2.82,experimental
114,7BOD,2021-07-07T00:00:00Z,2.88,experimental
115,4V9O,2014-07-09T00:00:00Z,2.9,experimental
116,4V9P,2014-07-09T00:00:00Z,2.9,experimental
117,5AFI,2015-03-11T00:00:00Z,2.9,experimental
118,7BOE,2021-12-08T00:00:00Z,2.9,experimental
119,7O19,2021-09-01T00:00:00Z,2.9,experimental
120,7OIZ,2021-09-15T00:00:00Z,2.9,experimental
121,7P3K,2021-10-27T00:00:00Z,2.9,experimental
122,7BOF,2021-07-07T00:00:00Z,2.92,experimental
123,5NWY,2017-07-19T00:00:00Z,2.9,experimental
124,7NAX,2021-12-08T00:00:00Z,2.96,experimental
125,5MDV,2016-12-14T00:00:00Z,2.97,experimental
126,7BOI,2021-07-07T00:00:00Z,2.98,experimental
127,4WOI,2015-08-05T00:00:00Z,3.0,experimental
128,5IQR,2016-05-04T00:00:00Z,3.0,experimental
129,6ZTO,2020-09-23T00:00:00Z,3.0,experimental
130,6ZTP,2020-09-16T00:00:00Z,3.0,experimental
131,6ZU1,2020-09-16T00:00:00Z,3.0,experimental
132,7NAR,2021-12-08T00:00:00Z,3.0,experimental
133,8B7Y,2023-01-25T00:00:00Z,3.0,experimental
134,5MDW,2016-12-14T00:00:00Z,3.06,experimental
135,6SZS,2019-12-04T00:00:00Z,3.06,experimental
136,5MDZ,2016-12-14T00:00:00Z,3.1,experimental
137,6OM6,2021-02-10T00:00:00Z,3.1,experimental
138,6X7K,2020-09-02T00:00:00Z,3.1,experimental
139,7PJV,2021-10-20T00:00:00Z,3.1,experimental
140,7PJY,2021-10-20T00:00:00Z,3.1,experimental
141,4V6C,2014-07-09T00:00:00Z,3.19,experimental
142,3JCE,2016-01-13T00:00:00Z,3.2,experimental
143,4V85,2014-07-09T00:00:00Z,3.2,experimental
144,5U9F,2017-03-22T00:00:00Z,3.2,experimental
145,5U9G,2017-03-22T00:00:00Z,3.2,experimental
146,6X6T,2020-09-02T00:00:00Z,3.2,experimental
147,6C4I,2018-02-21T00:00:00Z,3.24,experimental
148,4V9C,2014-07-09T00:00:00Z,3.3,experimental
149,6ZTM,2020-09-16T00:00:00Z,3.3,experimental
150,7NAS,2021-07-07T00:00:00Z,3.31,experimental
151,3JBV,2016-01-27T00:00:00Z,3.32,experimental
152,5MDY,2016-12-21T00:00:00Z,3.35,experimental
153,6OGI,2019-09-25T00:00:00Z,3.4,experimental
154,6W7N,2020-10-21T00:00:00Z,3.4,experimental
155,6ZTJ,2020-09-16T00:00:00Z,3.4,experimental
156,7D6Z,2021-04-07T00:00:00Z,3.4,experimental
157,4V4H,2014-07-09T00:00:00Z,3.46,experimental
158,6X7F,2020-09-02T00:00:00Z,3.5,experimental
159,6ZTL,2020-09-16T00:00:00Z,3.5,experimental
160,7OJ0,2021-09-15T00:00:00Z,3.5,experimental
161,7AFI,2021-07-07T00:00:00Z,3.53,experimental
162,7NAT,2021-12-08T00:00:00Z,3.59,experimental
163,5JTE,2016-07-20T00:00:00Z,3.6,experimental
164,5JU8,2016-07-20T00:00:00Z,3.6,experimental
165,5KCR,2016-08-17T00:00:00Z,3.6,experimental
166,6W6K,2020-10-21T00:00:00Z,3.6,experimental
167,6W77,2020-10-21T00:00:00Z,3.6,experimental
168,3JBU,2016-01-27T00:00:00Z,3.64,experimental
169,3JCD,2016-01-13T00:00:00Z,3.7,experimental
170,3JCJ,2016-03-09T00:00:00Z,3.7,experimental
171,4V89,2014-07-09T00:00:00Z,3.7,experimental
172,5L3P,2016-07-20T00:00:00Z,3.7,experimental
173,6DNC,2018-07-04T00:00:00Z,3.7,experimental
174,6VYQ,2020-09-02T00:00:00Z,3.7,experimental
175,6VYS,2020-09-02T00:00:00Z,3.7,experimental
176,6XDQ,2020-09-02T00:00:00Z,3.7,experimental
177,4V6E,2014-07-09T00:00:00Z,3.712,experimental
178,7NAU,2021-12-08T00:00:00Z,3.78,experimental
179,6VYR,2020-09-02T00:00:00Z,3.8,experimental
180,6W7M,2020-10-21T00:00:00Z,3.8,experimental
181,4V6D,2014-07-09T00:00:00Z,3.814,experimental
182,3J9Y,2015-04-15T00:00:00Z,3.9,experimental
183,5KCS,2016-08-17T00:00:00Z,3.9,experimental
184,5KPS,2016-09-28T00:00:00Z,3.9,experimental
185,5KPW,2016-09-28T00:00:00Z,3.9,experimental
186,5KPX,2016-09-28T00:00:00Z,3.9,experimental
187,6OGF,2019-09-25T00:00:00Z,3.9,experimental
188,6W7W,2020-10-21T00:00:00Z,3.9,experimental
189,6ZTN,2020-09-16T00:00:00Z,3.9,experimental
190,7AFO,2021-07-07T00:00:00Z,3.93,experimental
191,7QG8,2022-03-16T00:00:00Z,3.97,experimental
192,5KPV,2016-09-28T00:00:00Z,4.1,experimental
193,6VZJ,2020-09-02T00:00:00Z,4.1,experimental
194,7D80,2021-04-07T00:00:00Z,4.1,experimental
195,6OGG,2019-09-25T00:00:00Z,4.2,experimental
196,7AFL,2021-07-07T00:00:00Z,4.2,experimental
197,6Q98,2019-02-27T00:00:00Z,4.3,experimental
198,7QGH,2022-03-16T00:00:00Z,4.48,experimental
199,3JCN,2016-03-09T00:00:00Z,4.6,experimental
200,6XDR,2020-09-02T00:00:00Z,4.7,experimental
201,6X9Q,2020-09-02T00:00:00Z,4.8,experimental
202,7NAV,2021-12-08T00:00:00Z,4.8,experimental
203,6XGF,2020-09-02T00:00:00Z,5.0,experimental
204,7QGR,2022-06-22T00:00:00Z,5.7,experimental
205,5UZ4,2017-04-19T00:00:00Z,5.8,experimental
206,4V7B,2014-07-09T00:00:00Z,6.8,experimental
207,6VYU,2020-09-02T00:00:00Z,7.0,experimental
208,6VYW,2020-09-02T00:00:00Z,7.0,experimental
209,6XII,2020-09-02T00:00:00Z,7.0,experimental
210,6XIJ,2020-09-02T00:00:00Z,8.0,experimental
211,4V6K,2014-07-09T00:00:00Z,8.25,experimental
212,6VZ5,2020-09-02T00:00:00Z,8.9,experimental
213,4V65,2014-07-09T00:00:00Z,9.0,experimental
214,4V66,2014-07-09T00:00:00Z,9.0,experimental
215,4V7I,2014-07-09T00:00:00Z,9.6,experimental
216,6VYX,2020-09-02T00:00:00Z,9.9,experimental
217,6VYY,2020-09-02T00:00:00Z,9.9,experimental
218,6VYZ,2020-09-02T00:00:00Z,9.9,experimental
219,6VZ2,2020-09-02T00:00:00Z,10.0,experimental
220,4V6L,2014-07-09T00:00:00Z,13.2,experimental
221,5ME0,2017-01-11T00:00:00Z,13.5,experimental
222,5ME1,2017-01-11T00:00:00Z,13.5,experimental
223,6VYT,2020-09-02T00:00:00Z,14.0,experimental
224,4YBB,2015-03-18T00:00:00Z,2.1,experimental
225,6XZB,2020-11-04T00:00:00Z,2.54,experimental
226,6XZA,2020-11-04T00:00:00Z,2.66,experimental
227,7OE0,2021-07-14T00:00:00Z,2.69,experimental
228,7ZTA,2023-04-12T00:00:00Z,2.7,experimental
229,7OI0,2021-07-14T00:00:00Z,2.76,experimental
230,5J5B,2016-07-27T00:00:00Z,2.8,experimental
231,7M5D,2022-10-19T00:00:00Z,2.8,experimental
232,6ORE,2019-06-19T00:00:00Z,2.9,experimental
233,7B5K,2021-05-26T00:00:00Z,2.9,experimental
234,5J91,2016-07-06T00:00:00Z,2.96,experimental
235,6HRM,2018-12-19T00:00:00Z,2.96,experimental
236,5H5U,2017-01-25T00:00:00Z,3.01,experimental
237,5J7L,2016-07-27T00:00:00Z,3.0,experimental
238,5JC9,2016-07-06T00:00:00Z,3.03,experimental
239,7OE1,2021-07-14T00:00:00Z,3.05,experimental
240,5J8A,2016-07-06T00:00:00Z,3.1,experimental
241,7O5H,2021-06-16T00:00:00Z,3.1,experimental
242,7NBU,2022-03-02T00:00:00Z,3.11,experimental
243,5IT8,2016-07-27T00:00:00Z,3.12,experimental
244,7ACJ,2021-08-18T00:00:00Z,3.2,experimental
245,4V52,2014-07-09T00:00:00Z,3.21,experimental
246,4V50,2014-07-09T00:00:00Z,3.22,experimental
247,4V54,2014-07-09T00:00:00Z,3.3,experimental
248,5J88,2016-07-06T00:00:00Z,3.32,experimental
249,7ACR,2021-08-18T00:00:00Z,3.44,experimental
250,4V4Q,2014-07-09T00:00:00Z,3.46,experimental
251,4V57,2014-07-09T00:00:00Z,3.5,experimental
252,4V64,2014-07-09T00:00:00Z,3.5,experimental
253,5U4I,2017-01-11T00:00:00Z,3.5,experimental
254,6ORL,2019-06-19T00:00:00Z,3.5,experimental
255,6OSQ,2019-06-26T00:00:00Z,3.5,experimental
256,4V53,2014-07-09T00:00:00Z,3.54,experimental
257,3J9Z,2015-07-01T00:00:00Z,3.6,experimental
258,3JA1,2015-07-01T00:00:00Z,3.6,experimental
259,6OSK,2019-06-26T00:00:00Z,3.6,experimental
260,6OUO,2019-06-19T00:00:00Z,3.7,experimental
261,6VU3,2020-09-02T00:00:00Z,3.7,experimental
262,4V5B,2014-07-09T00:00:00Z,3.74,experimental
263,6OT3,2019-06-19T00:00:00Z,3.9,experimental
264,4V56,2014-07-09T00:00:00Z,3.93,experimental
265,4V55,2014-07-09T00:00:00Z,4.0,experimental
266,6OST,2019-06-19T00:00:00Z,4.2,experimental
267,4V5Y,2014-07-09T00:00:00Z,4.45,experimental
268,5NO2,2017-05-24T00:00:00Z,5.16,experimental
269,5NO3,2017-05-31T00:00:00Z,5.16,experimental
270,5NO4,2017-05-31T00:00:00Z,5.16,experimental
271,6VZ7,2020-09-02T00:00:00Z,7.0,experimental
272,4V6M,2014-07-09T00:00:00Z,7.1,experimental
273,4V7C,2014-07-09T00:00:00Z,7.6,experimental
274,4V7D,2014-07-09T00:00:00Z,7.6,experimental
275,5MY1,2017-04-26T00:00:00Z,7.6,experimental
276,6VZ3,2020-09-02T00:00:00Z,8.9,experimental
277,4V6V,2014-07-09T00:00:00Z,9.8,experimental
278,4V6Q,2014-07-09T00:00:00Z,11.5,experimental
279,4V6R,2014-07-09T00:00:00Z,11.5,experimental
280,4V6N,2014-07-09T00:00:00Z,12.1,experimental
281,4V47,2014-07-09T00:00:00Z,12.3,experimental
282,4V6S,2014-07-09T00:00:00Z,13.1,experimental
283,4ADV,2012-02-15T00:00:00Z,13.5,experimental
284,4V6P,2014-07-09T00:00:00Z,13.5,experimental
285,4V6O,2014-07-09T00:00:00Z,14.7,experimental
286,4U26,2014-07-30T00:00:00Z,2.8,experimental
287,4U27,2014-07-30T00:00:00Z,2.8,experimental
288,6Y69,2020-07-01T00:00:00Z,2.86,experimental
289,4U20,2014-07-30T00:00:00Z,2.9,experimental
290,4U24,2014-07-30T00:00:00Z,2.9,experimental
291,4U25,2014-07-30T00:00:00Z,2.9,experimental
292,6I7V,2018-12-05T00:00:00Z,2.9,experimental
293,7ST2,2022-02-23T00:00:00Z,2.9,experimental
294,7TOS,2022-05-25T00:00:00Z,2.9,experimental
295,4U1U,2014-07-30T00:00:00Z,2.95,experimental
296,4U1V,2014-07-30T00:00:00Z,3.0,experimental
297,4V9D,2014-07-09T00:00:00Z,3.0,experimental
298,5WDT,2018-04-25T00:00:00Z,3.0,experimental
299,5WFS,2018-05-02T00:00:00Z,3.0,experimental
300,6H4N,2018-09-05T00:00:00Z,3.0,experimental
301,6WD0,2020-07-01T00:00:00Z,3.0,experimental
302,6WDE,2020-07-01T00:00:00Z,3.0,experimental
303,7ST6,2022-02-23T00:00:00Z,3.0,experimental
304,7AC7,2021-08-18T00:00:00Z,3.08,experimental
305,4WF1,2014-11-05T00:00:00Z,3.09,experimental
306,4V7U,2014-07-09T00:00:00Z,3.1,experimental
307,4WWW,2014-12-24T00:00:00Z,3.1,experimental
308,5MGP,2016-12-14T00:00:00Z,3.1,experimental
309,5WE4,2018-04-25T00:00:00Z,3.1,experimental
310,6ENU,2017-11-22T00:00:00Z,3.1,experimental
311,4V7T,2014-07-09T00:00:00Z,3.1942,experimental
312,5UYM,2017-06-07T00:00:00Z,3.2,experimental
313,6ENF,2017-11-22T00:00:00Z,3.2,experimental
314,6WDD,2020-07-01T00:00:00Z,3.2,experimental
315,6WNW,2020-06-24T00:00:00Z,3.2,experimental
316,7K53,2021-07-28T00:00:00Z,3.2,experimental
317,7K54,2021-07-28T00:00:00Z,3.2,experimental
318,7LV0,2021-07-28T00:00:00Z,3.2,experimental
319,7SSN,2022-02-23T00:00:00Z,3.2,experimental
320,7SSO,2022-02-23T00:00:00Z,3.2,experimental
321,7ST7,2022-02-23T00:00:00Z,3.2,experimental
322,7ABZ,2021-08-18T00:00:00Z,3.21,experimental
323,4V7S,2014-07-09T00:00:00Z,3.2547,experimental
324,4V7V,2014-07-09T00:00:00Z,3.2891,experimental
325,6OFX,2019-09-25T00:00:00Z,3.3,experimental
326,6OG7,2019-09-25T00:00:00Z,3.3,experimental
327,6WD1,2020-07-01T00:00:00Z,3.3,experimental
328,6WDF,2020-07-01T00:00:00Z,3.3,experimental
329,6WDG,2020-07-01T00:00:00Z,3.3,experimental
330,7JT1,2020-11-11T00:00:00Z,3.3,experimental
331,7K55,2021-07-28T00:00:00Z,3.3,experimental
332,7SSD,2022-02-23T00:00:00Z,3.3,experimental
333,5LZD,2016-11-23T00:00:00Z,3.4,experimental
334,5O2R,2017-07-26T00:00:00Z,3.4,experimental
335,5WE6,2018-04-25T00:00:00Z,3.4,experimental
336,5WFK,2018-05-02T00:00:00Z,3.4,experimental
337,7K50,2021-07-28T00:00:00Z,3.4,experimental
338,7K52,2021-07-28T00:00:00Z,3.4,experimental
339,5LZE,2016-11-23T00:00:00Z,3.5,experimental
340,6BU8,2018-01-31T00:00:00Z,3.5,experimental
341,6WNV,2020-06-24T00:00:00Z,3.5,experimental
342,7JT2,2020-11-11T00:00:00Z,3.5,experimental
343,7K51,2021-07-28T00:00:00Z,3.5,experimental
344,5LZA,2016-11-23T00:00:00Z,3.6,experimental
345,5NP6,2017-06-14T00:00:00Z,3.6,experimental
346,5UYL,2017-06-14T00:00:00Z,3.6,experimental
347,5WF0,2018-05-02T00:00:00Z,3.6,experimental
348,6WD2,2020-07-08T00:00:00Z,3.6,experimental
349,6WD3,2020-07-08T00:00:00Z,3.6,experimental
350,6WD5,2020-07-08T00:00:00Z,3.6,experimental
351,6WDK,2020-07-08T00:00:00Z,3.6,experimental
352,6WDM,2020-07-01T00:00:00Z,3.6,experimental
353,6ENJ,2017-11-22T00:00:00Z,3.7,experimental
354,6Q9A,2019-04-17T00:00:00Z,3.7,experimental
355,6WD4,2020-07-08T00:00:00Z,3.7,experimental
356,6WD6,2020-07-08T00:00:00Z,3.7,experimental
357,6WD8,2020-07-08T00:00:00Z,3.7,experimental
358,6WD9,2020-07-08T00:00:00Z,3.7,experimental
359,6WDJ,2020-07-01T00:00:00Z,3.7,experimental
360,6WDL,2020-07-01T00:00:00Z,3.7,experimental
361,7JSS,2020-11-11T00:00:00Z,3.7,experimental
362,7JSZ,2020-11-11T00:00:00Z,3.7,experimental
363,7JT3,2020-11-11T00:00:00Z,3.7,experimental
364,5UYQ,2017-06-07T00:00:00Z,3.8,experimental
365,6GWT,2018-08-15T00:00:00Z,3.8,experimental
366,6GXM,2018-08-22T00:00:00Z,3.8,experimental
367,6NQB,2019-06-26T00:00:00Z,3.8,experimental
368,6WDA,2020-07-08T00:00:00Z,3.8,experimental
369,7JSW,2020-11-11T00:00:00Z,3.8,experimental
370,7SSL,2022-02-23T00:00:00Z,3.8,experimental
371,7SSW,2022-02-23T00:00:00Z,3.8,experimental
372,5UYK,2017-06-07T00:00:00Z,3.9,experimental
373,5UYP,2017-06-07T00:00:00Z,3.9,experimental
374,6GXN,2018-08-15T00:00:00Z,3.9,experimental
375,6GXO,2018-08-15T00:00:00Z,3.9,experimental
376,6O9J,2019-05-29T00:00:00Z,3.9,experimental
377,6Q97,2019-03-13T00:00:00Z,3.9,experimental
378,6WD7,2020-07-08T00:00:00Z,3.9,experimental
379,7SS9,2022-02-23T00:00:00Z,3.9,experimental
380,6BY1,2019-02-27T00:00:00Z,3.94,experimental
381,5UYN,2017-06-07T00:00:00Z,4.0,experimental
382,6O9K,2019-05-29T00:00:00Z,4.0,experimental
383,6WDB,2020-07-01T00:00:00Z,4.0,experimental
384,6WDI,2020-07-01T00:00:00Z,4.0,experimental
385,7UPH,2022-08-17T00:00:00Z,4.18,experimental
386,6O7K,2019-05-29T00:00:00Z,4.2,experimental
387,6WDC,2020-07-01T00:00:00Z,4.2,experimental
388,6WDH,2020-07-01T00:00:00Z,4.3,experimental
389,6GXP,2018-08-15T00:00:00Z,4.4,experimental
390,5LZF,2016-11-23T00:00:00Z,4.6,experimental
391,5LZC,2016-11-23T00:00:00Z,4.8,experimental
392,5LZB,2016-11-23T00:00:00Z,5.3,experimental
393,4V5H,2014-07-09T00:00:00Z,5.8,experimental
394,4V69,2014-07-09T00:00:00Z,6.7,experimental
395,6AWB,2017-10-18T00:00:00Z,6.7,experimental
396,6XE0,2020-07-29T00:00:00Z,6.8,experimental
397,6AWC,2017-10-18T00:00:00Z,7.9,experimental
398,6H58,2018-09-05T00:00:00Z,7.9,experimental
399,6AWD,2017-10-18T00:00:00Z,8.1,experimental
400,4V6T,2014-07-09T00:00:00Z,8.3,experimental
401,4V7A,2014-07-09T00:00:00Z,9.0,experimental
402,2YKR,2011-08-24T00:00:00Z,9.8,experimental
403,4V6Y,2014-07-09T00:00:00Z,12.0,experimental
404,4V6Z,2014-07-09T00:00:00Z,12.0,experimental
405,4V75,2014-07-09T00:00:00Z,12.0,experimental
406,4V72,2014-07-09T00:00:00Z,13.0,experimental
407,4V73,2014-07-09T00:00:00Z,15.0,experimental
408,4V79,2014-07-09T00:00:00Z,15.0,experimental
409,4A2I,2011-11-02T00:00:00Z,16.5,experimental
410,4V70,2014-07-09T00:00:00Z,17.0,experimental
411,4V74,2014-07-09T00:00:00Z,17.0,experimental
412,4V76,2014-07-09T00:00:00Z,17.0,experimental
413,4V77,2014-07-09T00:00:00Z,17.0,experimental
414,4V71,2014-07-09T00:00:00Z,20.0,experimental
415,4V78,2014-07-09T00:00:00Z,20.0,experimental
416,4V4V,2014-07-09T00:00:00Z,15.0,experimental
417,4V4W,2014-07-09T00:00:00Z,15.0,experimental
418,4DT4,2012-07-04T00:00:00Z,1.35,experimental
419,2M2A,2013-12-18T00:00:00Z,"['n', 'u', 'l', 'l']",experimental
420,5I7Q,2017-03-08T00:00:00Z,1.9,experimental
421,3SZU,2011-11-30T00:00:00Z,1.4,experimental
422,3URK,2012-09-05T00:00:00Z,1.5,experimental
423,3SZL,2011-11-30T00:00:00Z,1.6,experimental
424,3SZO,2011-11-30T00:00:00Z,1.6,experimental
425,3UV3,2012-09-05T00:00:00Z,1.6,experimental
426,3UV7,2012-09-05T00:00:00Z,1.6,experimental
427,3ZGL,2013-01-09T00:00:00Z,1.68,experimental
428,3KE8,2010-01-12T00:00:00Z,1.7,experimental
429,3KEF,2010-01-12T00:00:00Z,1.7,experimental
430,3UTD,2012-09-05T00:00:00Z,1.7,experimental
431,3UV6,2012-09-05T00:00:00Z,1.7,experimental
432,3F7T,2009-07-07T00:00:00Z,1.8,experimental
433,3KEL,2010-01-12T00:00:00Z,1.8,experimental
434,3UWM,2012-09-05T00:00:00Z,1.8,experimental
435,3KE9,2010-01-12T00:00:00Z,1.9,experimental
436,3T0F,2011-11-30T00:00:00Z,1.9,experimental
437,3UTC,2012-09-05T00:00:00Z,1.9,experimental
438,3ZGN,2013-01-09T00:00:00Z,1.95,experimental
439,3KEM,2010-01-12T00:00:00Z,2.0,experimental
440,3T0G,2011-11-30T00:00:00Z,2.1,experimental
441,4H4D,2013-01-23T00:00:00Z,1.35,experimental
442,4H4E,2013-01-23T00:00:00Z,1.7,experimental
443,4H4C,2013-01-23T00:00:00Z,1.8,experimental
444,4EB3,2013-02-06T00:00:00Z,1.9,experimental
445,1DIH,1995-09-15T00:00:00Z,2.2,experimental
446,1DRU,1997-01-27T00:00:00Z,2.2,experimental
447,1DRV,1997-01-27T00:00:00Z,2.2,experimental
448,1DRW,1997-01-27T00:00:00Z,2.2,experimental
449,1ARZ,1998-10-14T00:00:00Z,2.6,experimental
450,1C30,1999-12-10T00:00:00Z,2.0,experimental
451,1CS0,1999-12-10T00:00:00Z,2.0,experimental
452,1BXR,1999-04-20T00:00:00Z,2.1,experimental
453,1C3O,1999-12-10T00:00:00Z,2.1,experimental
454,1CE8,1999-07-26T00:00:00Z,2.1,experimental
455,1JDB,1998-06-17T00:00:00Z,2.1,experimental
456,1KEE,2001-12-21T00:00:00Z,2.1,experimental
457,1M6V,2002-07-31T00:00:00Z,2.1,experimental
458,1T36,2004-09-21T00:00:00Z,2.1,experimental
459,1A9X,1998-10-21T00:00:00Z,1.8,experimental
